Emission_ID,Source,Gas_Type,Emission_Quantity (kg),Latitude,Longitude,Date,Neighborhood_Name,Emission_Category,Temperature (°C),Emission_Control,Gas_Type_Encoded,Year,Month,Day,Weekday,Emission_Severity
1054,Transportation,CO2,159.0,34.77893515032977,-107.77925521975608,2024-01-25,South Samantha,High,22.8485613096076,Yes,1,2024,1,25,3,Low
1055,Industrial,CO2,255.0,39.65097597447997,-79.22290799297997,2024-08-06,Mercerhaven,High,20.242402590223897,Yes,1,2024,8,6,1,High
1056,Transportation,CH4,298.0,36.7646366869665,-103.55677607179716,2024-02-15,North Susan,High,26.25019454168104,No,0,2024,2,15,3,High
1057,Transportation,CO2,423.0,34.05585809504279,-113.03501604125708,2024-09-15,South Roberthaven,High,22.52568559137687,No,1,2024,9,15,6,High
1058,Transportation,N2O,218.0,37.22784775221599,-79.7189032771127,2024-07-06,North Kirk,Medium,26.689537100682745,Yes,2,2024,7,6,5,Low
1059,Transportation,CH4,135.0,35.87803537379977,-90.01135207568078,2024-03-26,South Reginaborough,High,27.470084995969597,Yes,0,2024,3,26,1,Low
1060,Industrial,CO2,244.0,40.55095416416377,-110.75184057243328,2024-04-30,Lake Christinaton,High,29.15927746103781,No,1,2024,4,30,1,Low
1061,Industrial,N2O,425.0,36.69864487076613,-99.08742466942788,2024-04-19,Matthewstad,Low,29.58122795479613,Yes,2,2024,4,19,4,High
1062,Residential,CH4,435.0,40.62018955163054,-105.36066142540902,2024-07-15,Webbburgh,High,20.10526046309701,No,0,2024,7,15,0,High
1063,Industrial,N2O,471.0,34.004783510678365,-85.58103897675133,2024-01-31,Valerietown,Low,29.903742093546374,No,2,2024,1,31,2,High
1064,Industrial,CO2,131.0,36.46255320020895,-98.0496858525322,2024-03-21,Emilyhaven,Medium,26.83018318494161,Yes,1,2024,3,21,3,Low
1065,Residential,CO2,147.0,35.9293217144621,-74.47168241531907,2023-12-26,Guzmanmouth,Medium,26.435241603741893,Yes,1,2023,12,26,1,Low
1066,Industrial,CO2,124.0,35.86853888854889,-115.5912207805778,2023-11-04,Raymouth,High,20.15213095195356,Yes,1,2023,11,4,5,Low
1067,Transportation,CO2,429.0,34.5454929581237,-102.37932829000516,2024-02-18,Thomasside,Medium,28.612334118867373,No,1,2024,2,18,6,High
1068,Transportation,CH4,171.0,35.496994163284015,-96.796392647161,2023-12-01,West Sabrinaview,High,21.454914472478265,No,0,2023,12,1,4,Low
1069,Residential,CH4,210.0,38.44439655908496,-95.86212359107392,2023-12-13,North Scott,Medium,28.37330153933041,Yes,0,2023,12,13,2,Low
1070,Residential,N2O,243.0,36.33088858270196,-104.09882381503198,2024-02-01,New Jessica,High,20.15562546258716,Yes,2,2024,2,1,3,Low
1071,Residential,CO2,37.0,37.339158258633184,-85.91342903970701,2024-09-04,New Thomas,High,26.459642624991613,Yes,1,2024,9,4,2,Low
1072,Transportation,N2O,20.0,37.01493504277751,-79.51112876648511,2024-04-19,Dayburgh,Low,24.34801533769828,No,2,2024,4,19,4,Low
1073,Industrial,CH4,215.0,41.00723939999916,-76.69635071297402,2024-07-29,Dominguezton,Low,22.00766729059335,No,0,2024,7,29,0,Low
1074,Transportation,CO2,176.0,41.24239199208412,-82.57589142082085,2024-08-05,West Jeremy,Low,21.07561391770434,No,1,2024,8,5,0,Low
1075,Residential,CO2,256.0,37.94365577324688,-80.57447131850962,2024-05-10,East Brandon,Low,24.401276965463264,Yes,1,2024,5,10,4,High
1076,Industrial,CH4,56.0,36.64124760252484,-93.7760067727202,2024-04-29,West Tracey,High,21.233058053214247,No,0,2024,4,29,0,Low
1077,Industrial,CH4,255.0,34.85440563201891,-81.66091803722016,2023-11-15,Bassfort,Medium,24.864466116910474,No,0,2023,11,15,2,High
1078,Transportation,CH4,136.0,41.62722303505676,-104.6458279974901,2024-07-04,Michellemouth,High,26.25217058652852,Yes,0,2024,7,4,3,Low
1079,Residential,CH4,156.0,34.48181555920238,-100.46693446719456,2024-07-06,Jasonton,Low,28.27384193607358,No,0,2024,7,6,5,Low
1080,Transportation,CH4,127.0,36.38120222054624,-104.05582739198404,2024-02-19,Jacobport,Low,26.786494371828667,Yes,0,2024,2,19,0,Low
1081,Industrial,CO2,408.0,36.38452960936003,-97.43495724029128,2023-11-22,Damonborough,Medium,20.651997667061504,No,1,2023,11,22,2,High
1082,Transportation,CH4,391.0,36.56321028912172,-105.4344968855,2024-07-22,Francisside,Low,23.074325325478373,Yes,0,2024,7,22,0,High
1083,Transportation,CO2,421.0,35.31429474617927,-75.68909654080434,2024-05-24,Nelsonland,High,22.879786079325005,Yes,1,2024,5,24,4,High
1084,Residential,CO2,161.0,40.26529144738958,-104.2348363677506,2024-08-20,Markborough,High,29.150324234710844,No,1,2024,8,20,1,Low
1085,Residential,CH4,81.0,34.979982895727915,-113.68604032311865,2023-11-08,Harrellstad,High,28.67782044392764,Yes,0,2023,11,8,2,Low
1086,Industrial,CH4,372.0,39.079253273225305,-94.8200446937818,2024-06-11,Johnsonburgh,High,23.70147918350417,No,0,2024,6,11,1,High
1087,Transportation,CO2,146.0,34.99076821364654,-115.48764054841224,2023-11-28,Port Douglas,High,20.71155255882581,Yes,1,2023,11,28,1,Low
1088,Transportation,CH4,184.0,34.56428510074365,-113.13610068242244,2024-01-03,Charlesburgh,Medium,28.941073178047333,Yes,0,2024,1,3,2,Low
1089,Transportation,CH4,298.0,41.27543602948701,-108.34686687536517,2023-12-12,Cameronland,High,28.88189952964187,Yes,0,2023,12,12,1,High
1090,Industrial,CH4,455.0,35.52103013054965,-97.56858900518576,2023-09-30,Lake Ronaldmouth,Low,28.54746132030725,No,0,2023,9,30,5,High
1091,Industrial,N2O,490.0,40.57000123647764,-98.93695897840276,2024-07-16,West Natalieton,Low,28.450816377355014,Yes,2,2024,7,16,1,High
1092,Residential,CO2,28.0,38.35704696885709,-82.8135580718772,2023-11-28,Villanuevaport,Low,24.80254001086155,Yes,1,2023,11,28,1,Low
1093,Residential,N2O,204.0,34.62285215687016,-85.463115229099,2024-06-30,South Warrenfort,Low,21.774316522495983,No,2,2024,6,30,6,Low
1094,Residential,CH4,339.0,41.64358553150454,-99.24199506440914,2023-11-08,East Carl,Medium,24.77488050462428,Yes,0,2023,11,8,2,High
1095,Transportation,N2O,433.0,35.975689335935144,-103.31701486667228,2023-12-10,Lake Alexandratown,Low,24.94597770669465,Yes,2,2023,12,10,6,High
1096,Transportation,CH4,184.0,40.87716276282085,-104.07537350129408,2024-02-24,North Stephen,Medium,24.89931753244861,Yes,0,2024,2,24,5,Low
1097,Residential,N2O,499.0,35.35048004627652,-83.9442161590636,2024-02-09,Craigstad,Low,25.38772586115116,Yes,2,2024,2,9,4,High
1098,Transportation,CH4,458.0,40.83154305713482,-115.70881412626412,2024-05-31,Bensonborough,Medium,22.576570229911557,No,0,2024,5,31,4,High
1099,Residential,N2O,422.0,34.10583050324235,-117.43584742153334,2024-07-15,Emilyburgh,Medium,23.66241181133615,Yes,2,2024,7,15,0,High
1100,Industrial,N2O,443.0,38.094243652555846,-82.99604675522748,2024-05-29,Averystad,Medium,24.341865919634696,Yes,2,2024,5,29,2,High
1101,Residential,N2O,363.0,40.15554063537245,-97.00555945648183,2024-07-12,Kevintown,Low,21.311212095165,No,2,2024,7,12,4,High
1102,Industrial,CO2,150.0,41.478364139942265,-112.24122990364266,2024-05-16,Wilcoxshire,Medium,24.55364134561501,Yes,1,2024,5,16,3,Low
1103,Transportation,N2O,255.0,41.27361708965189,-107.63509887784194,2024-06-01,Tinashire,High,28.10469617069593,Yes,2,2024,6,1,5,High
1104,Residential,CO2,394.0,40.55699895638116,-76.96982606371517,2024-07-23,South Jamesstad,High,28.280595427328763,No,1,2024,7,23,1,High
1105,Transportation,CH4,427.0,41.105530797290434,-80.1818690725045,2024-05-23,Lake Ashley,Low,24.1156377190103,No,0,2024,5,23,3,High
1106,Industrial,N2O,102.0,35.59375748669661,-86.76945779014521,2023-12-26,Craigberg,High,25.188083120843537,No,2,2023,12,26,1,Low
1107,Industrial,CH4,441.0,36.27347436569383,-96.78208986515764,2023-10-28,Henryton,High,20.33650332135057,No,0,2023,10,28,5,High
1108,Industrial,CH4,248.0,36.31174819936847,-95.10576044757904,2023-10-19,East Jesseport,High,26.74432556468597,Yes,0,2023,10,19,3,Low
1109,Transportation,N2O,214.0,37.01643144801359,-75.08924044750583,2024-04-16,Barrside,Low,24.04605882946863,No,2,2024,4,16,1,Low
1110,Transportation,CO2,57.0,37.14656536308151,-75.50610046909136,2023-12-16,Joshuaberg,Low,24.45477683083346,Yes,1,2023,12,16,5,Low
1111,Transportation,N2O,442.0,38.35644259723741,-108.5281619854233,2023-11-13,North Craigview,High,28.736727271797648,No,2,2023,11,13,0,High
1112,Transportation,CH4,254.0,35.27903810693153,-82.311399082566,2024-01-08,Tamaramouth,Low,24.618344345606083,Yes,0,2024,1,8,0,Low
1113,Industrial,CH4,329.0,39.52997331028792,-109.32132268865126,2024-02-27,Larsenborough,Medium,20.21192246227853,No,0,2024,2,27,1,High
1114,Industrial,N2O,326.0,35.340532314436054,-108.60435097310614,2024-06-25,Jenniferside,High,22.274908908690623,No,2,2024,6,25,1,High
1115,Residential,CO2,422.0,36.48246785683638,-88.25190649675862,2024-04-15,Lake Brandi,Low,24.75620614308259,Yes,1,2024,4,15,0,High
1116,Residential,CO2,304.0,38.02676104484923,-100.17995166214789,2024-05-01,Kathleenfort,Low,24.24396292748536,No,1,2024,5,1,2,High
1117,Transportation,CH4,137.0,40.37152449218782,-77.01204608731311,2023-11-21,Carlosbury,High,28.603701372804807,No,0,2023,11,21,1,Low
1118,Industrial,CH4,353.0,39.91575386590982,-114.08357166457562,2024-05-22,Youngfort,Low,25.421375093061663,No,0,2024,5,22,2,High
1119,Industrial,CO2,291.0,39.164274851284176,-95.4928718043823,2024-08-13,Jacksonside,High,26.896357419151208,Yes,1,2024,8,13,1,High
1120,Industrial,N2O,26.0,35.24618608464136,-77.58505266050267,2024-04-18,Jenningsfurt,Low,24.6932329704347,No,2,2024,4,18,3,Low
1121,Residential,CH4,80.0,38.37636276492462,-78.21899893890178,2023-11-06,Lake Courtney,Medium,24.39655734059165,No,0,2023,11,6,0,Low
1122,Residential,CO2,278.0,34.69957201439908,-111.11271460970738,2024-05-01,Garciatown,High,24.462866684743517,Yes,1,2024,5,1,2,High
1123,Industrial,CH4,334.0,37.01890541437321,-101.86794119575592,2023-11-29,West Christina,Medium,24.10921569693839,Yes,0,2023,11,29,2,High
1124,Industrial,N2O,291.0,37.30813224231967,-90.75865839794535,2024-04-26,South Ann,High,25.38583385854204,No,2,2024,4,26,4,High
1125,Industrial,CO2,314.0,34.31849151556603,-110.98662507005832,2023-10-28,South Harryborough,Low,22.50443401753604,Yes,1,2023,10,28,5,High
1126,Residential,CH4,460.0,36.191904795759775,-75.4070244299875,2024-08-12,Joshuastad,Medium,28.91055193841821,Yes,0,2024,8,12,0,High
1127,Industrial,N2O,16.0,41.64519573813192,-77.75102953598295,2023-12-07,New Robert,Low,23.33085548093873,Yes,2,2023,12,7,3,Low
1128,Industrial,CH4,323.0,41.62906086263752,-110.65419212248337,2024-07-06,Elizabethborough,High,21.47523834177347,No,0,2024,7,6,5,High
1129,Transportation,N2O,314.0,36.81861643402031,-112.66915970451664,2024-02-29,North Nicholasberg,High,20.96550478597745,No,2,2024,2,29,3,High
1130,Transportation,N2O,112.0,34.34480087158659,-114.24202675643632,2024-07-13,Brownfort,High,20.134229151201275,Yes,2,2024,7,13,5,Low
1131,Residential,CO2,318.0,35.43275951462545,-77.98447878238824,2024-04-08,North Sharonberg,High,24.228560785668613,No,1,2024,4,8,0,High
1132,Industrial,N2O,202.0,37.13774234746832,-109.48055236899972,2024-09-10,New Stephaniemouth,High,21.876109885454248,Yes,2,2024,9,10,1,Low
1133,Industrial,CH4,250.0,41.58223758375384,-99.6834631440484,2024-08-31,Simmonschester,Medium,20.21647902587248,No,0,2024,8,31,5,Low
1134,Transportation,N2O,71.0,35.12959250829748,-98.25053991131188,2024-03-19,New Brian,High,25.20019546289524,Yes,2,2024,3,19,1,Low
1135,Residential,N2O,26.0,40.1081267493457,-91.64351405460305,2024-08-18,Jamesview,Low,26.799785486507616,No,2,2024,8,18,6,Low
1136,Transportation,CO2,180.0,34.86946031499754,-114.8436448751133,2024-05-04,Hooverchester,Medium,20.857510509111044,Yes,1,2024,5,4,5,Low
1137,Transportation,N2O,34.0,41.85006061913022,-108.02262083437728,2024-03-21,Feliciaview,Low,24.6092077291966,No,2,2024,3,21,3,Low
1138,Transportation,N2O,260.0,37.05293199287308,-77.01442297556726,2023-10-15,Ellisonfort,High,27.436286786007464,No,2,2023,10,15,6,High
1139,Transportation,CH4,262.0,40.20187631119245,-78.02995528018295,2023-10-21,New Michael,Low,29.85806821008425,Yes,0,2023,10,21,5,High
1140,Industrial,CO2,396.0,36.740728662489055,-83.62321151414955,2024-03-18,Lake Tamaraborough,Medium,26.67190344642561,No,1,2024,3,18,0,High
1141,Industrial,CO2,216.0,39.02135101727047,-117.14634519279852,2024-09-02,Smithborough,Medium,22.448395508095206,No,1,2024,9,2,0,Low
1142,Transportation,CO2,38.0,35.536128677920296,-103.61170218617151,2024-02-24,New Joseph,Medium,27.16553639779,No,1,2024,2,24,5,Low
1143,Residential,N2O,126.0,35.1681681543757,-90.36981564491204,2023-11-15,Daniellechester,Low,25.9792942681983,No,2,2023,11,15,2,Low
1144,Residential,CO2,425.0,41.50451311654505,-105.89163068196709,2023-12-08,West Jenniferborough,Medium,22.117992885815475,No,1,2023,12,8,4,High
1145,Residential,N2O,291.0,41.34117822323547,-77.9781854176338,2023-12-08,South Markshire,Low,28.511108258475545,No,2,2023,12,8,4,High
1146,Residential,N2O,389.0,41.099751521703055,-90.10886367937256,2024-01-08,South Sharonmouth,High,24.274044272276008,No,2,2024,1,8,0,High
1147,Transportation,CH4,153.0,39.00346760133274,-114.8361044380764,2023-12-11,Nicoleshire,High,29.61977654734126,No,0,2023,12,11,0,Low
1148,Industrial,CH4,34.0,40.46614568973023,-78.00375409122907,2024-02-28,New Kristin,Low,27.229010074477777,Yes,0,2024,2,28,2,Low
1149,Residential,CH4,319.0,34.552295495291,-75.8582670402462,2023-10-12,New Cheryl,Medium,26.44563154631822,No,0,2023,10,12,3,High
1150,Transportation,CH4,165.0,36.67831233512543,-114.58065359076409,2024-04-06,Banksfort,Low,27.28352837476562,Yes,0,2024,4,6,5,Low
1151,Residential,CH4,82.0,36.50962499805725,-94.57614966610214,2024-02-21,New Edwin,Low,24.780970188182216,No,0,2024,2,21,2,Low
1152,Residential,N2O,129.0,39.085162575620906,-104.6519715825765,2024-09-08,New Joannashire,Low,25.052264778016745,Yes,2,2024,9,8,6,Low
1153,Transportation,N2O,321.0,36.84766218776512,-100.71508063481828,2024-04-06,Lake Beth,High,28.51207385444744,No,2,2024,4,6,5,High
1154,Industrial,CO2,330.0,35.188054253149446,-110.09534640996496,2023-10-22,Thomaschester,Low,26.809285366435027,Yes,1,2023,10,22,6,High
1155,Industrial,N2O,102.0,38.77173660330835,-92.56482751145384,2024-05-15,Joanhaven,High,28.972433251916417,Yes,2,2024,5,15,2,Low
1156,Transportation,N2O,95.0,40.515071365352654,-75.84890845704882,2024-08-28,Samanthabury,Low,28.908267535742688,No,2,2024,8,28,2,Low
1157,Industrial,CH4,345.0,37.05698795567979,-95.8648055880492,2024-02-17,Ronaldton,High,29.76490034044249,Yes,0,2024,2,17,5,High
1158,Transportation,N2O,434.0,35.05814972078785,-114.35175841864285,2024-02-01,West John,Low,27.002146588453343,No,2,2024,2,1,3,High
1159,Transportation,CH4,373.0,35.57350557850258,-90.71994132699405,2024-06-09,Cynthiafort,Low,25.023017176617422,No,0,2024,6,9,6,High
1160,Transportation,CO2,444.0,35.89986644135507,-103.0301882441447,2024-06-13,Shepardborough,Medium,21.663117002090825,Yes,1,2024,6,13,3,High
1161,Industrial,CO2,127.0,36.39918074395629,-80.3392916579829,2024-05-01,North Edward,Medium,27.053805596474174,No,1,2024,5,1,2,Low
1162,Transportation,N2O,242.0,39.14236056405047,-98.87416147407532,2024-06-02,Jamesside,Low,22.91577716759931,Yes,2,2024,6,2,6,Low
1163,Residential,CO2,208.0,38.80756387630175,-109.5150572065412,2024-08-30,Jennashire,Low,22.829475680373317,Yes,1,2024,8,30,4,Low
1164,Industrial,N2O,215.0,39.56863889253631,-109.59135260158962,2024-05-10,Williamchester,Low,22.38287776448068,No,2,2024,5,10,4,Low
1165,Industrial,CO2,422.0,36.900015876252105,-84.17437604826895,2024-07-15,Port Donald,Low,28.7512205735145,No,1,2024,7,15,0,High
1166,Industrial,CH4,348.0,40.59198121503982,-106.31414567447617,2024-04-13,Hernandezmouth,Medium,28.679644466821586,No,0,2024,4,13,5,High
1167,Industrial,CH4,156.0,35.632701289246086,-84.24173065699418,2024-01-15,Pollardport,High,26.309704448700582,No,0,2024,1,15,0,Low
1168,Residential,CH4,459.0,37.75232598014523,-108.94095832626962,2024-07-26,Rogersland,Low,24.72980981370736,No,0,2024,7,26,4,High
1169,Industrial,CH4,434.0,40.40750977233144,-103.8457997771424,2024-09-13,East Nicholasmouth,Medium,26.72114460098799,Yes,0,2024,9,13,4,High
1170,Industrial,N2O,438.0,35.44126918186095,-97.51857321265322,2024-05-26,North Brandon,Low,26.072294502983908,Yes,2,2024,5,26,6,High
1171,Transportation,CO2,280.0,34.87890490992626,-76.49938261348817,2024-08-19,Barbaramouth,Low,24.157342483233872,No,1,2024,8,19,0,High
1172,Industrial,N2O,396.0,41.06947174150392,-77.00381731083172,2024-01-25,Tonyberg,High,23.796308674856345,No,2,2024,1,25,3,High
1173,Residential,CH4,148.0,36.743437302073566,-108.89763748141934,2024-09-10,North Patrick,Low,23.8279430814535,No,0,2024,9,10,1,Low
1174,Residential,N2O,190.0,39.47096099927226,-102.2383621853048,2024-02-05,Rileyland,Low,25.891334031560383,Yes,2,2024,2,5,0,Low
1175,Residential,CO2,439.0,34.20278883411151,-111.42642690803402,2024-04-12,West Christineton,High,26.476693561208258,Yes,1,2024,4,12,4,High
1176,Residential,N2O,39.0,39.5203751072756,-95.56065651020612,2024-05-29,Hubbardtown,High,24.517417535154426,Yes,2,2024,5,29,2,Low
1177,Industrial,CO2,66.0,36.52881049237576,-97.73436776943468,2024-08-09,Patriciastad,High,29.68691450213043,No,1,2024,8,9,4,Low
1178,Industrial,N2O,241.0,34.445926828699534,-78.36655285216777,2024-05-05,Michaelton,High,20.83845718004481,No,2,2024,5,5,6,Low
1179,Residential,CO2,155.0,38.87850209238493,-77.0797633771928,2024-07-06,Simmonsburgh,Medium,23.47047025953777,Yes,1,2024,7,6,5,Low
1180,Residential,CO2,444.0,35.926430528585385,-101.12303479567916,2023-11-18,New Joshua,Medium,24.19074683125441,No,1,2023,11,18,5,High
1181,Industrial,CH4,393.0,37.09445793641504,-96.36353050716448,2024-05-17,Whiteport,Medium,20.169213434649432,No,0,2024,5,17,4,High
1182,Residential,CO2,57.0,34.64464649829211,-78.56560503757015,2023-12-19,South Daltonport,Low,23.64957187668225,Yes,1,2023,12,19,1,Low
1183,Transportation,CH4,203.0,35.177306008759565,-82.5048564592173,2024-05-19,Kellyfurt,High,22.737099171728424,Yes,0,2024,5,19,6,Low
1184,Residential,CH4,233.0,36.38381788396675,-117.83912230083544,2024-07-31,Toddton,High,25.06036270227481,No,0,2024,7,31,2,Low
1185,Residential,CH4,145.0,34.718076004481254,-103.91737917592238,2024-02-29,Owensfort,Medium,23.36410547183269,Yes,0,2024,2,29,3,Low
1186,Transportation,N2O,31.0,41.286610117490525,-99.44193335481046,2024-03-20,Kingport,Low,27.26182134946461,No,2,2024,3,20,2,Low
1187,Transportation,N2O,15.0,34.04837634547183,-107.8924835179378,2023-10-26,Trevinoland,Low,25.099324954076486,Yes,2,2023,10,26,3,Low
1188,Industrial,N2O,213.0,37.87088175091449,-109.21884890057868,2024-05-09,North Jodistad,Low,21.297622334962643,Yes,2,2024,5,9,3,Low
1189,Industrial,N2O,248.0,34.98597966506041,-116.3374817097901,2024-04-09,West Cassie,Medium,27.500613241443475,No,2,2024,4,9,1,Low
1190,Transportation,CO2,194.0,36.46143271582359,-89.69173209693054,2023-11-18,South Michael,Low,20.99228896082677,No,1,2023,11,18,5,Low
1191,Transportation,CO2,369.0,41.40847647854612,-106.44954721874072,2023-12-03,Port Stephanie,Low,28.390491680793573,Yes,1,2023,12,3,6,High
1192,Industrial,N2O,301.0,35.2935564261919,-115.69672414902224,2024-05-10,Port Aliciaview,Low,29.314221940862197,No,2,2024,5,10,4,High
1193,Residential,CO2,344.0,41.72665855774666,-107.8369103367652,2023-10-10,Osborneshire,High,23.22445290184854,Yes,1,2023,10,10,1,High
1194,Transportation,CO2,229.0,35.646355015915375,-82.71578607521043,2024-05-26,South Lisaberg,Medium,29.26142633262931,No,1,2024,5,26,6,Low
1195,Industrial,CH4,125.0,39.93252886773464,-80.53447600755194,2024-04-03,Anthonyfort,High,27.93008159122538,Yes,0,2024,4,3,2,Low
1196,Residential,CH4,322.0,38.373418119178496,-96.74508521149468,2024-05-21,East Tony,High,29.2243561100377,Yes,0,2024,5,21,1,High
1197,Transportation,CH4,58.0,41.07582982077408,-99.6928905020178,2023-12-18,South Jennifer,Medium,26.66270136920848,Yes,0,2023,12,18,0,Low
1198,Residential,CH4,182.0,38.43194604402505,-74.97443748592161,2024-03-13,Lake Ericaborough,High,22.356440394214214,No,0,2024,3,13,2,Low
1199,Industrial,CO2,91.0,38.27647375325047,-109.17515497812492,2023-12-25,East Julianshire,Low,28.945232369109725,Yes,1,2023,12,25,0,Low
1200,Transportation,N2O,331.0,35.5636640029472,-108.52419155439722,2024-03-01,West Angelabury,Low,21.84265076170744,Yes,2,2024,3,1,4,High
1201,Residential,CO2,342.0,35.32983489641327,-105.1578442103984,2023-09-26,East Donna,Low,22.13060551017536,Yes,1,2023,9,26,1,High
1202,Transportation,CO2,54.0,41.331913208924114,-110.39867799563216,2024-03-28,Barretthaven,Low,22.710629901403635,Yes,1,2024,3,28,3,Low
1203,Residential,CO2,344.0,36.62270559080027,-101.3079136790158,2024-06-05,Kevinland,Medium,23.042463114865846,No,1,2024,6,5,2,High
1204,Industrial,CH4,29.0,36.97665803970317,-77.92329401245084,2024-02-21,Kennedyhaven,High,25.144796421310307,No,0,2024,2,21,2,Low
1205,Industrial,CH4,457.0,40.07858926742711,-90.92469501234274,2024-08-14,North Melanie,High,27.13457360434044,Yes,0,2024,8,14,2,High
1206,Transportation,CH4,230.0,36.71058785938246,-99.8743518610604,2023-12-20,Ashleemouth,Low,29.262081744006835,Yes,0,2023,12,20,2,Low
1207,Residential,N2O,132.0,41.61649957311202,-76.88592503886655,2023-10-16,Williamsfurt,Low,20.884375873355022,No,2,2023,10,16,0,Low
1208,Transportation,CO2,243.0,39.903422151990405,-115.86757377106382,2024-05-28,South Markville,High,29.54369362228236,Yes,1,2024,5,28,1,Low
1209,Transportation,N2O,230.0,38.77943394058736,-108.7478481723181,2024-01-31,Colleenland,Medium,29.213229670968133,No,2,2024,1,31,2,Low
1210,Residential,CH4,332.0,41.04716128435802,-93.1009013755226,2023-12-20,Davisberg,High,20.539992921810388,Yes,0,2023,12,20,2,High
1211,Residential,N2O,348.0,34.39684726679586,-90.91568457950012,2024-03-05,Loweport,Low,23.603211376915628,No,2,2024,3,5,1,High
1212,Residential,CO2,12.0,36.05650153751367,-116.25946971124502,2024-01-25,Jamesland,Low,28.131433902993365,Yes,1,2024,1,25,3,Low
1213,Industrial,CO2,191.0,37.72029067376728,-100.2662946520862,2024-08-03,Port Micheal,Medium,26.11576545479401,No,1,2024,8,3,5,Low
1214,Transportation,CH4,215.0,35.815828315772166,-89.4372255474416,2024-03-05,Huangfurt,High,27.790939433817705,No,0,2024,3,5,1,Low
1215,Transportation,CH4,329.0,39.95124149841722,-87.28489595825033,2024-02-15,East Robertaside,Medium,27.190333387898875,No,0,2024,2,15,3,High
1216,Industrial,N2O,49.0,41.3536642484298,-89.92184428928415,2023-12-03,West Darlene,Medium,24.967701131271635,Yes,2,2023,12,3,6,Low
1217,Residential,CH4,68.0,37.390160959447385,-103.89521812811932,2024-07-12,Georgeside,Low,20.412180459517,No,0,2024,7,12,4,Low
1218,Industrial,CH4,448.0,36.73706080089516,-113.88511456169198,2024-04-01,Calebland,High,25.84268202064501,No,0,2024,4,1,0,High
1219,Industrial,CO2,71.0,41.69240585710053,-99.2070523575493,2023-12-30,Port Michaelhaven,Low,20.48566653059296,Yes,1,2023,12,30,5,Low
1220,Industrial,CH4,141.0,37.55881946262033,-112.33480475580556,2023-11-06,Grantchester,High,26.03726717535131,Yes,0,2023,11,6,0,Low
1221,Transportation,CH4,69.0,37.91238720359426,-76.30455902509064,2024-05-31,East Jessicamouth,Low,28.004108624936784,Yes,0,2024,5,31,4,Low
1222,Industrial,CO2,381.0,36.81319897873525,-97.09248189500435,2024-02-01,Port Laurabury,Low,25.849917487019187,Yes,1,2024,2,1,3,High
1223,Transportation,CO2,340.0,41.27638778409711,-104.04059632829782,2024-03-13,West Jerry,High,29.97021804561697,No,1,2024,3,13,2,High
1224,Transportation,N2O,131.0,38.55164386625481,-84.2826208707684,2024-01-30,West Sarah,High,24.55866500180433,Yes,2,2024,1,30,1,Low
1225,Transportation,CH4,488.0,40.09739669745316,-96.0902619263804,2024-04-12,East Samantha,Low,27.48827463603988,Yes,0,2024,4,12,4,High
1226,Residential,CO2,116.0,40.49445374680709,-104.3585029434522,2024-04-25,North Patrick,High,26.672132917419077,Yes,1,2024,4,25,3,Low
1227,Transportation,N2O,105.0,36.734792335338064,-82.27341933480471,2023-10-18,Ryanmouth,Low,29.91431691558088,Yes,2,2023,10,18,2,Low
1228,Transportation,N2O,356.0,37.46955465056304,-79.84530535595064,2023-09-29,South Seth,High,27.13219005077105,Yes,2,2023,9,29,4,High
1229,Residential,CH4,423.0,40.78777419525012,-88.38764068329822,2023-10-25,Amyshire,Low,21.64030731459389,Yes,0,2023,10,25,2,High
1230,Transportation,CH4,244.0,36.90604281340648,-115.93356541406264,2023-10-25,Sandraberg,Low,29.55517706417241,Yes,0,2023,10,25,2,Low
1231,Industrial,N2O,395.0,40.35148106761481,-93.08179327267258,2023-12-04,Jenkinsville,Low,26.67777226445761,No,2,2023,12,4,0,High
1232,Industrial,CO2,71.0,41.527938580595496,-84.4150238721196,2024-04-22,Lake Andrewmouth,Medium,20.593382308063894,No,1,2024,4,22,0,Low
1233,Transportation,N2O,265.0,38.985682984544056,-111.99386746832238,2024-04-23,North Erin,High,26.575683057846124,No,2,2024,4,23,1,High
1234,Residential,CH4,58.0,39.93301829961512,-107.93848693907744,2024-07-09,Porterport,Low,28.83119406674775,No,0,2024,7,9,1,Low
1235,Industrial,CO2,402.0,40.44077849632908,-79.170215377002,2024-09-08,Dixonview,Medium,25.77041861990025,No,1,2024,9,8,6,High
1236,Residential,CO2,357.0,40.76031719117314,-117.11464423846476,2024-05-23,Cobbport,Low,23.54019638032011,Yes,1,2024,5,23,3,High
1237,Residential,N2O,168.0,37.160426702854366,-84.88000593565705,2024-04-13,North Isabellaton,Medium,28.20909634070616,Yes,2,2024,4,13,5,Low
1238,Industrial,CH4,133.0,34.410107673407985,-97.1539751293654,2023-11-22,Port David,Low,27.82512008205829,Yes,0,2023,11,22,2,Low
1239,Residential,N2O,491.0,37.21501016989392,-98.3420250110573,2024-07-13,Brownborough,Low,25.441821542313008,Yes,2,2024,7,13,5,High
1240,Industrial,N2O,326.0,39.39004983827272,-117.68775257022496,2024-05-06,East Colin,Medium,21.543617698959004,No,2,2024,5,6,0,High
