Emission_ID,Source,Gas_Type,Emission_Quantity (kg),Latitude,Longitude,Date,Neighborhood_Name,Emission_Category,Temperature (°C),Emission_Control
989,Transportation,CO2,387,39.30516999180167,-101.32593996824967,2024-04-23,Kevinberg,Medium,23.677870854805636,No
990,Residential,CO2,61,38.76293096125498,-104.6782252648333,2023-10-10,Heatherberg,High,20.25447143295039,No
991,Residential,CH4,353,37.32116523194197,-97.7887755523958,2024-07-07,Mccarthyton,Low,26.427460460752794,No
992,Industrial,CO2,162,37.377537871045426,-82.00960624863724,2024-02-09,East Amandaview,Low,28.927425429963552,Yes
993,Residential,CH4,246,40.28051136837145,-77.08344242159075,2024-06-25,Herreramouth,High,28.848741237834588,Yes
994,Industrial,CH4,320,35.56570112079719,-94.01632983416484,2024-03-01,New Stephen,Medium,26.995444737655465,Yes
995,Residential,CO2,311,40.562026551559114,-88.89548696575932,2024-01-24,Holderport,Low,24.657701954979274,Yes
996,Residential,N2O,41,39.189976911160144,-78.25596062148777,2024-04-06,Port Paulborough,High,25.1203161869149,No
997,Residential,CO2,64,37.3517581902362,-113.66393853783053,2024-02-18,South Austinland,Medium,21.369188239956628,Yes
998,Industrial,CO2,361,37.66422893267095,-107.78854257388873,2024-03-05,Moorechester,High,23.41017093119203,Yes
999,Industrial,CH4,398,36.05317765748877,-86.80839972493037,2023-12-14,South Sean,Medium,21.877280754982735,No
1000,Transportation,CH4,45,40.0169146615758,-81.75524367585882,2024-04-21,New Stephanieberg,Medium,28.212002033499544,No
1001,Industrial,CH4,119,38.102997938442144,-80.29072275345457,2024-04-29,Josephshire,Medium,29.1475390133796,No
1002,Industrial,CH4,499,36.56683634199875,-99.73528421838296,2024-04-20,West Susanside,Medium,25.36923261420117,Yes
1003,Industrial,N2O,186,38.7684009260876,-114.06904429915787,2024-05-20,Lake Ericview,High,27.27764040512944,Yes
1004,Industrial,N2O,371,41.965875616410585,-98.73761499881672,2024-01-04,Port Codystad,High,21.214647709071276,Yes
1005,Transportation,N2O,323,37.48209823725243,-107.84767803088964,2023-12-13,Monicahaven,High,26.085346432772383,Yes
1006,Industrial,CH4,304,41.36553120622896,-105.18735598014854,2024-01-21,Lake Angelafort,High,27.027910213778462,Yes
1007,Residential,CH4,345,36.76013471939653,-84.02022749914974,2024-02-03,Brittanystad,High,24.527681295114007,Yes
1008,Residential,CH4,106,34.437861655399885,-114.67680821486098,2024-02-27,West Evan,Medium,22.432730844706988,No
1009,Industrial,N2O,378,35.63393685094743,-81.58642643084912,2023-09-27,Reynoldsfurt,Low,28.773745205413913,Yes
1010,Industrial,CH4,222,37.349561146621475,-99.18256022373656,2024-02-21,North Elizabethbury,Low,27.429087199537225,No
1011,Residential,CO2,326,35.757079428756555,-91.77318703157381,2024-05-21,Port Josephville,High,28.99857281849195,No
1012,Residential,CO2,146,34.00181630574605,-114.05530182563012,2024-09-03,North Tiffany,High,28.184026474978232,No
1013,Transportation,CH4,15,41.32001230198022,-103.1562005522797,2024-03-30,Smithville,Low,29.903744295788627,Yes
1014,Residential,CO2,118,40.75103528984743,-114.05315956334678,2024-08-01,North Amandaland,Medium,21.92172733214449,Yes
1015,Residential,CO2,44,39.938337851895575,-75.69207619323117,2024-06-30,Garrisonmouth,High,20.86747767803974,No
1016,Industrial,N2O,48,35.34251676516823,-82.48048742964498,2024-02-10,South Nicholas,Medium,23.370027913372585,Yes
1017,Residential,CH4,159,34.962908609679886,-97.77615880831576,2024-06-15,Reedbury,Low,21.29004175023259,Yes
1018,Transportation,CH4,434,34.540837995779064,-108.16148787375847,2024-08-28,North Sonyatown,Low,25.231301129062246,No
1019,Residential,N2O,127,39.79223351018337,-76.9279753690065,2024-07-23,South Richardfort,High,26.330289054077426,Yes
1020,Industrial,CO2,270,41.430463685503085,-102.83774978801324,2024-03-18,Jenniferland,Medium,25.782886151734036,Yes
1021,Industrial,CO2,435,37.444286567304296,-110.91668500575551,2023-11-11,South Rachaelview,High,22.5924013539027,Yes
1022,Residential,CH4,96,34.95312537596838,-93.22076690802598,2023-11-28,South Teresaside,Low,29.08824030968797,Yes
1023,Industrial,CO2,474,38.09914256585685,-76.4739387048281,2023-11-02,South John,Medium,20.211723637353785,No
1024,Transportation,N2O,85,36.79065525966904,-117.8314672179858,2024-06-07,Skinnermouth,High,23.48013353763493,No
1025,Transportation,N2O,480,36.99859939479998,-107.52250689682405,2024-08-22,Donnafort,High,27.18992475398061,Yes
1026,Residential,CH4,473,38.97064499324566,-76.70830382194207,2024-05-08,North Monicaport,High,27.669289263491592,Yes
1027,Residential,N2O,460,39.74974490609762,-110.47221745828487,2024-04-14,Hallbury,Low,24.161185444318598,Yes
1028,Residential,N2O,423,34.88482879098529,-113.01728812784793,2024-04-17,Audreyport,High,20.169098132563672,No
1029,Industrial,CH4,322,34.28472184645181,-92.9117625048086,2024-01-03,Mcgrathborough,Medium,26.180436791237373,Yes
1030,Transportation,N2O,392,41.954642421485715,-80.0788717750275,2023-11-07,South Tonya,High,20.630946811832157,Yes
1031,Transportation,N2O,223,35.86182679132442,-97.00716802146725,2023-12-08,Lawrencefort,Low,21.078557761535144,No
1032,Industrial,N2O,466,34.430644199267675,-74.23917270588092,2024-09-12,New Meghanville,High,26.5025071964619,Yes
1033,Transportation,CO2,294,35.51900263276736,-88.11644522032832,2024-08-14,Friedmanchester,Low,23.124883261428547,No
1034,Residential,CH4,248,34.31166277078771,-114.7407040827403,2024-05-07,Elijahside,Low,23.480301527082528,Yes
1035,Residential,CH4,174,37.134487156937375,-74.3153862059931,2024-05-19,Jenniferstad,Medium,24.868070769832435,No
1036,Residential,CH4,96,40.41921427561059,-100.05265358167162,2024-09-05,East Bradfurt,Medium,29.78578394859374,Yes
1037,Transportation,CO2,150,36.729955598061764,-105.35428851079877,2024-01-04,Julieport,High,29.654422207387107,Yes
1038,Residential,CO2,169,37.55346725502693,-93.45331592257304,2024-09-11,Tylermouth,Low,24.16260999360075,No
1039,Industrial,CH4,55,39.40469418853951,-104.61046595988196,2024-04-16,Port Brandyberg,Low,22.654992172182823,No
1040,Industrial,CO2,381,38.07115256055904,-114.1958696867133,2023-11-24,Nunezland,Medium,23.025921526641156,No
1041,Transportation,CH4,121,40.89156548817059,-117.93715290451622,2023-10-11,Shannontown,Medium,22.68781298161604,No
1042,Industrial,CO2,416,40.92828540036605,-98.21833247150846,2023-12-15,Mariaview,High,25.322458071417806,No
1043,Industrial,N2O,54,34.07928556392923,-81.17800942202993,2024-03-13,North Lesliehaven,Low,26.068598078009284,Yes
1044,Transportation,N2O,410,40.224370451865596,-92.81813183227663,2024-04-26,North Andrewborough,Medium,24.887793882296663,No
1045,Residential,CH4,256,37.68586880193339,-74.0348788464886,2023-12-16,New Dianamouth,High,24.079943622481522,No
1046,Residential,CO2,113,41.910724330429304,-105.3787475915232,2024-05-29,Jonesstad,Low,22.112850375699377,No
1047,Residential,CO2,94,37.86585660700348,-105.65997715055757,2024-08-23,Rossshire,Low,24.82505591382113,No
1048,Transportation,N2O,459,41.895167563106384,-110.97102374970646,2024-03-17,West Suzannebury,Medium,23.41102713802458,Yes
1049,Industrial,N2O,494,40.03655488964589,-110.78120211632525,2023-10-25,Lake Erica,High,25.415954627983428,Yes
1050,Residential,CO2,143,35.98883907690645,-105.4517897755579,2024-05-26,Duncanbury,Medium,26.75189415511624,Yes
1051,Residential,CO2,117,38.30715983429566,-83.11503800796481,2023-12-26,East Kenneth,High,26.333121744366107,Yes
1052,Transportation,CO2,27,41.937085115828665,-78.14670121199629,2023-09-19,Johnsonstad,Low,24.624902104055934,Yes
1053,Residential,CO2,103,40.86024486201539,-75.09616453286202,2023-10-10,Lake Patriciaburgh,High,25.56052424279961,No
1054,Transportation,CO2,159,34.77893515032977,-107.77925521975608,2024-01-25,South Samantha,High,22.848561309607597,Yes
1055,Industrial,CO2,255,39.65097597447997,-79.22290799297997,2024-08-06,Mercerhaven,High,20.242402590223897,Yes
1056,Transportation,CH4,298,36.764636686966504,-103.55677607179717,2024-02-15,North Susan,High,26.25019454168104,No
1057,Transportation,CO2,423,34.05585809504279,-113.03501604125708,2024-09-15,South Roberthaven,High,22.52568559137687,No
1058,Transportation,N2O,218,37.22784775221599,-79.7189032771127,2024-07-06,North Kirk,Medium,26.689537100682745,Yes
1059,Transportation,CH4,135,35.87803537379977,-90.01135207568078,2024-03-26,South Reginaborough,High,27.470084995969593,Yes
1060,Industrial,CO2,244,40.55095416416377,-110.75184057243328,2024-04-30,Lake Christinaton,High,29.15927746103781,No
1061,Industrial,N2O,425,36.698644870766124,-99.08742466942789,2024-04-19,Matthewstad,Low,29.58122795479613,Yes
1062,Residential,CH4,435,40.62018955163054,-105.36066142540902,2024-07-15,Webbburgh,High,20.105260463097014,No
1063,Industrial,N2O,471,34.004783510678365,-85.58103897675133,2024-01-31,Valerietown,Low,29.903742093546374,No
1064,Industrial,CO2,131,36.46255320020895,-98.0496858525322,2024-03-21,Emilyhaven,Medium,26.83018318494161,Yes
1065,Residential,CO2,147,35.9293217144621,-74.47168241531907,2023-12-26,Guzmanmouth,Medium,26.435241603741893,Yes
1066,Industrial,CO2,124,35.86853888854889,-115.59122078057781,2023-11-04,Raymouth,High,20.152130951953556,Yes
1067,Transportation,CO2,429,34.5454929581237,-102.37932829000515,2024-02-18,Thomasside,Medium,28.612334118867373,No
1068,Transportation,CH4,171,35.496994163284015,-96.79639264716099,2023-12-01,West Sabrinaview,High,21.454914472478265,No
1069,Residential,CH4,210,38.44439655908496,-95.86212359107392,2023-12-13,North Scott,Medium,28.37330153933041,Yes
1070,Residential,N2O,243,36.33088858270196,-104.09882381503198,2024-02-01,New Jessica,High,20.15562546258716,Yes
1071,Residential,CO2,37,37.339158258633184,-85.91342903970701,2024-09-04,New Thomas,High,26.459642624991613,Yes
1072,Transportation,N2O,20,37.01493504277751,-79.51112876648511,2024-04-19,Dayburgh,Low,24.34801533769828,No
1073,Industrial,CH4,215,41.00723939999916,-76.69635071297402,2024-07-29,Dominguezton,Low,22.00766729059335,No
1074,Transportation,CO2,176,41.24239199208412,-82.57589142082085,2024-08-05,West Jeremy,Low,21.07561391770434,No
1075,Residential,CO2,256,37.94365577324688,-80.57447131850962,2024-05-10,East Brandon,Low,24.401276965463264,Yes
1076,Industrial,CH4,56,36.641247602524835,-93.7760067727202,2024-04-29,West Tracey,High,21.233058053214247,No
1077,Industrial,CH4,255,34.85440563201891,-81.66091803722016,2023-11-15,Bassfort,Medium,24.864466116910474,No
1078,Transportation,CH4,136,41.62722303505676,-104.6458279974901,2024-07-04,Michellemouth,High,26.25217058652852,Yes
1079,Residential,CH4,156,34.48181555920238,-100.46693446719456,2024-07-06,Jasonton,Low,28.27384193607358,No
1080,Transportation,CH4,127,36.38120222054624,-104.05582739198405,2024-02-19,Jacobport,Low,26.786494371828667,Yes
1081,Industrial,CO2,408,36.38452960936003,-97.43495724029128,2023-11-22,Damonborough,Medium,20.651997667061504,No
1082,Transportation,CH4,391,36.56321028912172,-105.4344968855,2024-07-22,Francisside,Low,23.074325325478373,Yes
1083,Transportation,CO2,421,35.31429474617927,-75.68909654080434,2024-05-24,Nelsonland,High,22.879786079325005,Yes
1084,Residential,CO2,161,40.26529144738958,-104.2348363677506,2024-08-20,Markborough,High,29.150324234710844,No
1085,Residential,CH4,81,34.979982895727915,-113.68604032311865,2023-11-08,Harrellstad,High,28.677820443927637,Yes
1086,Industrial,CH4,372,39.079253273225305,-94.82004469378181,2024-06-11,Johnsonburgh,High,23.70147918350417,No
1087,Transportation,CO2,146,34.99076821364654,-115.48764054841224,2023-11-28,Port Douglas,High,20.71155255882581,Yes
1088,Transportation,CH4,184,34.56428510074365,-113.13610068242245,2024-01-03,Charlesburgh,Medium,28.941073178047333,Yes
1089,Transportation,CH4,298,41.27543602948701,-108.34686687536517,2023-12-12,Cameronland,High,28.88189952964187,Yes
1090,Industrial,CH4,455,35.52103013054965,-97.56858900518577,2023-09-30,Lake Ronaldmouth,Low,28.54746132030725,No
1091,Industrial,N2O,490,40.57000123647764,-98.93695897840277,2024-07-16,West Natalieton,Low,28.450816377355018,Yes
1092,Residential,CO2,28,38.357046968857084,-82.8135580718772,2023-11-28,Villanuevaport,Low,24.80254001086155,Yes
1093,Residential,N2O,204,34.62285215687016,-85.463115229099,2024-06-30,South Warrenfort,Low,21.774316522495983,No
1094,Residential,CH4,339,41.64358553150454,-99.24199506440914,2023-11-08,East Carl,Medium,24.774880504624278,Yes
1095,Transportation,N2O,433,35.975689335935144,-103.31701486667228,2023-12-10,Lake Alexandratown,Low,24.94597770669465,Yes
1096,Transportation,CH4,184,40.87716276282085,-104.07537350129407,2024-02-24,North Stephen,Medium,24.899317532448606,Yes
1097,Residential,N2O,499,35.350480046276516,-83.9442161590636,2024-02-09,Craigstad,Low,25.38772586115116,Yes
1098,Transportation,CH4,458,40.83154305713482,-115.70881412626413,2024-05-31,Bensonborough,Medium,22.576570229911553,No
1099,Residential,N2O,422,34.10583050324235,-117.43584742153334,2024-07-15,Emilyburgh,Medium,23.66241181133615,Yes
1100,Industrial,N2O,443,38.094243652555846,-82.99604675522748,2024-05-29,Averystad,Medium,24.341865919634696,Yes
1101,Residential,N2O,363,40.15554063537245,-97.00555945648183,2024-07-12,Kevintown,Low,21.311212095164997,No
1102,Industrial,CO2,150,41.478364139942265,-112.24122990364266,2024-05-16,Wilcoxshire,Medium,24.553641345615006,Yes
1103,Transportation,N2O,255,41.27361708965189,-107.63509887784194,2024-06-01,Tinashire,High,28.10469617069593,Yes
1104,Residential,CO2,394,40.55699895638116,-76.96982606371517,2024-07-23,South Jamesstad,High,28.280595427328763,No
1105,Transportation,CH4,427,41.105530797290434,-80.1818690725045,2024-05-23,Lake Ashley,Low,24.1156377190103,No
1106,Industrial,N2O,102,35.59375748669661,-86.76945779014521,2023-12-26,Craigberg,High,25.188083120843537,No
1107,Industrial,CH4,441,36.27347436569383,-96.78208986515763,2023-10-28,Henryton,High,20.336503321350566,No
1108,Industrial,CH4,248,36.311748199368466,-95.10576044757903,2023-10-19,East Jesseport,High,26.74432556468597,Yes
1109,Transportation,N2O,214,37.01643144801359,-75.08924044750583,2024-04-16,Barrside,Low,24.04605882946863,No
1110,Transportation,CO2,57,37.14656536308151,-75.50610046909136,2023-12-16,Joshuaberg,Low,24.45477683083346,Yes
1111,Transportation,N2O,442,38.356442597237404,-108.5281619854233,2023-11-13,North Craigview,High,28.736727271797648,No
1112,Transportation,CH4,254,35.27903810693153,-82.311399082566,2024-01-08,Tamaramouth,Low,24.618344345606083,Yes
1113,Industrial,CH4,329,39.529973310287915,-109.32132268865126,2024-02-27,Larsenborough,Medium,20.211922462278526,No
1114,Industrial,N2O,326,35.340532314436054,-108.60435097310614,2024-06-25,Jenniferside,High,22.274908908690623,No
1115,Residential,CO2,422,36.48246785683638,-88.25190649675862,2024-04-15,Lake Brandi,Low,24.75620614308259,Yes
1116,Residential,CO2,304,38.02676104484923,-100.17995166214787,2024-05-01,Kathleenfort,Low,24.243962927485356,No
1117,Transportation,CH4,137,40.37152449218782,-77.01204608731311,2023-11-21,Carlosbury,High,28.603701372804807,No
1118,Industrial,CH4,353,39.91575386590982,-114.08357166457562,2024-05-22,Youngfort,Low,25.421375093061666,No
1119,Industrial,CO2,291,39.164274851284176,-95.4928718043823,2024-08-13,Jacksonside,High,26.896357419151208,Yes
1120,Industrial,N2O,26,35.24618608464136,-77.58505266050267,2024-04-18,Jenningsfurt,Low,24.6932329704347,No
1121,Residential,CH4,80,38.37636276492462,-78.21899893890178,2023-11-06,Lake Courtney,Medium,24.39655734059165,No
1122,Residential,CO2,278,34.69957201439908,-111.11271460970738,2024-05-01,Garciatown,High,24.462866684743513,Yes
1123,Industrial,CH4,334,37.01890541437321,-101.86794119575592,2023-11-29,West Christina,Medium,24.10921569693839,Yes
1124,Industrial,N2O,291,37.30813224231967,-90.75865839794537,2024-04-26,South Ann,High,25.385833858542036,No
1125,Industrial,CO2,314,34.31849151556603,-110.98662507005831,2023-10-28,South Harryborough,Low,22.50443401753604,Yes
1126,Residential,CH4,460,36.191904795759775,-75.4070244299875,2024-08-12,Joshuastad,Medium,28.91055193841821,Yes
1127,Industrial,N2O,16,41.64519573813192,-77.75102953598295,2023-12-07,New Robert,Low,23.33085548093873,Yes
1128,Industrial,CH4,323,41.629060862637516,-110.65419212248335,2024-07-06,Elizabethborough,High,21.47523834177347,No
1129,Transportation,N2O,314,36.81861643402031,-112.66915970451664,2024-02-29,North Nicholasberg,High,20.96550478597745,No
1130,Transportation,N2O,112,34.34480087158659,-114.24202675643633,2024-07-13,Brownfort,High,20.134229151201275,Yes
1131,Residential,CO2,318,35.43275951462545,-77.98447878238824,2024-04-08,North Sharonberg,High,24.228560785668613,No
1132,Industrial,N2O,202,37.13774234746832,-109.48055236899972,2024-09-10,New Stephaniemouth,High,21.876109885454248,Yes
1133,Industrial,CH4,250,41.58223758375384,-99.68346314404839,2024-08-31,Simmonschester,Medium,20.21647902587248,No
1134,Transportation,N2O,71,35.12959250829748,-98.25053991131188,2024-03-19,New Brian,High,25.200195462895238,Yes
1135,Residential,N2O,26,40.1081267493457,-91.64351405460303,2024-08-18,Jamesview,Low,26.799785486507616,No
1136,Transportation,CO2,180,34.86946031499754,-114.8436448751133,2024-05-04,Hooverchester,Medium,20.857510509111044,Yes
1137,Transportation,N2O,34,41.85006061913022,-108.02262083437729,2024-03-21,Feliciaview,Low,24.609207729196598,No
1138,Transportation,N2O,260,37.05293199287308,-77.01442297556726,2023-10-15,Ellisonfort,High,27.436286786007464,No
1139,Transportation,CH4,262,40.20187631119245,-78.02995528018295,2023-10-21,New Michael,Low,29.85806821008425,Yes
1140,Industrial,CO2,396,36.740728662489055,-83.62321151414955,2024-03-18,Lake Tamaraborough,Medium,26.67190344642561,No
1141,Industrial,CO2,216,39.02135101727047,-117.14634519279852,2024-09-02,Smithborough,Medium,22.448395508095206,No
1142,Transportation,CO2,38,35.536128677920296,-103.61170218617151,2024-02-24,New Joseph,Medium,27.165536397789996,No
1143,Residential,N2O,126,35.1681681543757,-90.36981564491205,2023-11-15,Daniellechester,Low,25.9792942681983,No
1144,Residential,CO2,425,41.50451311654505,-105.89163068196707,2023-12-08,West Jenniferborough,Medium,22.117992885815475,No
1145,Residential,N2O,291,41.34117822323547,-77.9781854176338,2023-12-08,South Markshire,Low,28.511108258475545,No
1146,Residential,N2O,389,41.099751521703055,-90.10886367937256,2024-01-08,South Sharonmouth,High,24.274044272276008,No
1147,Transportation,CH4,153,39.003467601332744,-114.83610443807639,2023-12-11,Nicoleshire,High,29.61977654734126,No
1148,Industrial,CH4,34,40.466145689730226,-78.00375409122907,2024-02-28,New Kristin,Low,27.229010074477777,Yes
1149,Residential,CH4,319,34.552295495291,-75.8582670402462,2023-10-12,New Cheryl,Medium,26.44563154631822,No
1150,Transportation,CH4,165,36.67831233512543,-114.58065359076407,2024-04-06,Banksfort,Low,27.28352837476562,Yes
1151,Residential,CH4,82,36.50962499805725,-94.57614966610214,2024-02-21,New Edwin,Low,24.780970188182216,No
1152,Residential,N2O,129,39.085162575620906,-104.6519715825765,2024-09-08,New Joannashire,Low,25.052264778016742,Yes
1153,Transportation,N2O,321,36.847662187765124,-100.71508063481829,2024-04-06,Lake Beth,High,28.51207385444744,No
1154,Industrial,CO2,330,35.188054253149446,-110.09534640996496,2023-10-22,Thomaschester,Low,26.809285366435027,Yes
1155,Industrial,N2O,102,38.77173660330835,-92.56482751145384,2024-05-15,Joanhaven,High,28.972433251916417,Yes
1156,Transportation,N2O,95,40.515071365352654,-75.84890845704882,2024-08-28,Samanthabury,Low,28.908267535742688,No
1157,Industrial,CH4,345,37.05698795567979,-95.8648055880492,2024-02-17,Ronaldton,High,29.76490034044249,Yes
1158,Transportation,N2O,434,35.05814972078785,-114.35175841864283,2024-02-01,West John,Low,27.002146588453343,No
1159,Transportation,CH4,373,35.57350557850258,-90.71994132699403,2024-06-09,Cynthiafort,Low,25.023017176617422,No
1160,Transportation,CO2,444,35.89986644135507,-103.0301882441447,2024-06-13,Shepardborough,Medium,21.663117002090825,Yes
1161,Industrial,CO2,127,36.39918074395629,-80.3392916579829,2024-05-01,North Edward,Medium,27.053805596474174,No
1162,Transportation,N2O,242,39.14236056405047,-98.87416147407531,2024-06-02,Jamesside,Low,22.91577716759931,Yes
1163,Residential,CO2,208,38.80756387630175,-109.5150572065412,2024-08-30,Jennashire,Low,22.829475680373314,Yes
1164,Industrial,N2O,215,39.56863889253631,-109.59135260158962,2024-05-10,Williamchester,Low,22.382877764480682,No
1165,Industrial,CO2,422,36.900015876252105,-84.17437604826895,2024-07-15,Port Donald,Low,28.7512205735145,No
1166,Industrial,CH4,348,40.59198121503982,-106.31414567447617,2024-04-13,Hernandezmouth,Medium,28.679644466821582,No
1167,Industrial,CH4,156,35.632701289246086,-84.24173065699418,2024-01-15,Pollardport,High,26.309704448700582,No
1168,Residential,CH4,459,37.75232598014523,-108.94095832626962,2024-07-26,Rogersland,Low,24.72980981370736,No
1169,Industrial,CH4,434,40.407509772331444,-103.84579977714239,2024-09-13,East Nicholasmouth,Medium,26.72114460098799,Yes
1170,Industrial,N2O,438,35.44126918186095,-97.51857321265322,2024-05-26,North Brandon,Low,26.072294502983908,Yes
1171,Transportation,CO2,280,34.87890490992626,-76.49938261348817,2024-08-19,Barbaramouth,Low,24.157342483233872,No
1172,Industrial,N2O,396,41.06947174150392,-77.00381731083172,2024-01-25,Tonyberg,High,23.796308674856345,No
1173,Residential,CH4,148,36.743437302073566,-108.89763748141934,2024-09-10,North Patrick,Low,23.8279430814535,No
1174,Residential,N2O,190,39.47096099927226,-102.2383621853048,2024-02-05,Rileyland,Low,25.891334031560383,Yes
1175,Residential,CO2,439,34.20278883411151,-111.42642690803402,2024-04-12,West Christineton,High,26.476693561208258,Yes
1176,Residential,N2O,39,39.5203751072756,-95.56065651020613,2024-05-29,Hubbardtown,High,24.517417535154422,Yes
1177,Industrial,CO2,66,36.52881049237576,-97.73436776943467,2024-08-09,Patriciastad,High,29.68691450213043,No
1178,Industrial,N2O,241,34.445926828699534,-78.36655285216777,2024-05-05,Michaelton,High,20.83845718004481,No
1179,Residential,CO2,155,38.878502092384934,-77.0797633771928,2024-07-06,Simmonsburgh,Medium,23.47047025953777,Yes
1180,Residential,CO2,444,35.926430528585385,-101.12303479567915,2023-11-18,New Joshua,Medium,24.19074683125441,No
1181,Industrial,CH4,393,37.09445793641504,-96.36353050716447,2024-05-17,Whiteport,Medium,20.169213434649432,No
1182,Residential,CO2,57,34.64464649829211,-78.56560503757015,2023-12-19,South Daltonport,Low,23.649571876682252,Yes
1183,Transportation,CH4,203,35.177306008759565,-82.5048564592173,2024-05-19,Kellyfurt,High,22.737099171728424,Yes
1184,Residential,CH4,233,36.38381788396675,-117.83912230083543,2024-07-31,Toddton,High,25.06036270227481,No
1185,Residential,CH4,145,34.718076004481254,-103.91737917592238,2024-02-29,Owensfort,Medium,23.364105471832694,Yes
1186,Transportation,N2O,31,41.286610117490525,-99.44193335481046,2024-03-20,Kingport,Low,27.26182134946461,No
1187,Transportation,N2O,15,34.04837634547183,-107.8924835179378,2023-10-26,Trevinoland,Low,25.099324954076486,Yes
1188,Industrial,N2O,213,37.87088175091449,-109.21884890057869,2024-05-09,North Jodistad,Low,21.297622334962643,Yes
1189,Industrial,N2O,248,34.98597966506041,-116.3374817097901,2024-04-09,West Cassie,Medium,27.500613241443475,No
1190,Transportation,CO2,194,36.46143271582359,-89.69173209693054,2023-11-18,South Michael,Low,20.992288960826766,No
1191,Transportation,CO2,369,41.40847647854612,-106.44954721874072,2023-12-03,Port Stephanie,Low,28.390491680793573,Yes
1192,Industrial,N2O,301,35.2935564261919,-115.69672414902223,2024-05-10,Port Aliciaview,Low,29.314221940862193,No
1193,Residential,CO2,344,41.72665855774666,-107.8369103367652,2023-10-10,Osborneshire,High,23.22445290184854,Yes
1194,Transportation,CO2,229,35.646355015915375,-82.71578607521043,2024-05-26,South Lisaberg,Medium,29.26142633262931,No
1195,Industrial,CH4,125,39.93252886773464,-80.53447600755194,2024-04-03,Anthonyfort,High,27.93008159122538,Yes
1196,Residential,CH4,322,38.373418119178496,-96.74508521149468,2024-05-21,East Tony,High,29.2243561100377,Yes
1197,Transportation,CH4,58,41.075829820774075,-99.6928905020178,2023-12-18,South Jennifer,Medium,26.662701369208477,Yes
1198,Residential,CH4,182,38.43194604402505,-74.97443748592161,2024-03-13,Lake Ericaborough,High,22.356440394214218,No
1199,Industrial,CO2,91,38.27647375325047,-109.17515497812492,2023-12-25,East Julianshire,Low,28.945232369109725,Yes
1200,Transportation,N2O,331,35.5636640029472,-108.52419155439722,2024-03-01,West Angelabury,Low,21.842650761707436,Yes
1201,Residential,CO2,342,35.32983489641327,-105.15784421039841,2023-09-26,East Donna,Low,22.130605510175357,Yes
1202,Transportation,CO2,54,41.331913208924114,-110.39867799563216,2024-03-28,Barretthaven,Low,22.710629901403635,Yes
1203,Residential,CO2,344,36.62270559080027,-101.3079136790158,2024-06-05,Kevinland,Medium,23.042463114865846,No
1204,Industrial,CH4,29,36.97665803970317,-77.92329401245084,2024-02-21,Kennedyhaven,High,25.144796421310307,No
1205,Industrial,CH4,457,40.078589267427105,-90.92469501234274,2024-08-14,North Melanie,High,27.13457360434044,Yes
1206,Transportation,CH4,230,36.71058785938246,-99.8743518610604,2023-12-20,Ashleemouth,Low,29.262081744006835,Yes
1207,Residential,N2O,132,41.61649957311202,-76.88592503886655,2023-10-16,Williamsfurt,Low,20.884375873355026,No
1208,Transportation,CO2,243,39.903422151990405,-115.86757377106382,2024-05-28,South Markville,High,29.54369362228236,Yes
1209,Transportation,N2O,230,38.77943394058736,-108.7478481723181,2024-01-31,Colleenland,Medium,29.213229670968133,No
1210,Residential,CH4,332,41.04716128435802,-93.1009013755226,2023-12-20,Davisberg,High,20.539992921810388,Yes
1211,Residential,N2O,348,34.39684726679586,-90.91568457950012,2024-03-05,Loweport,Low,23.603211376915628,No
1212,Residential,CO2,12,36.05650153751367,-116.25946971124502,2024-01-25,Jamesland,Low,28.131433902993365,Yes
1213,Industrial,CO2,191,37.72029067376728,-100.26629465208619,2024-08-03,Port Micheal,Medium,26.115765454794012,No
1214,Transportation,CH4,215,35.815828315772166,-89.4372255474416,2024-03-05,Huangfurt,High,27.790939433817705,No
1215,Transportation,CH4,329,39.95124149841722,-87.28489595825033,2024-02-15,East Robertaside,Medium,27.190333387898875,No
1216,Industrial,N2O,49,41.3536642484298,-89.92184428928415,2023-12-03,West Darlene,Medium,24.967701131271635,Yes
1217,Residential,CH4,68,37.390160959447385,-103.89521812811932,2024-07-12,Georgeside,Low,20.412180459516996,No
1218,Industrial,CH4,448,36.73706080089516,-113.88511456169198,2024-04-01,Calebland,High,25.84268202064501,No
1219,Industrial,CO2,71,41.69240585710053,-99.2070523575493,2023-12-30,Port Michaelhaven,Low,20.485666530592958,Yes
1220,Industrial,CH4,141,37.55881946262033,-112.33480475580556,2023-11-06,Grantchester,High,26.03726717535131,Yes
1221,Transportation,CH4,69,37.912387203594264,-76.30455902509064,2024-05-31,East Jessicamouth,Low,28.004108624936784,Yes
1222,Industrial,CO2,381,36.813198978735244,-97.09248189500435,2024-02-01,Port Laurabury,Low,25.849917487019187,Yes
1223,Transportation,CO2,340,41.27638778409711,-104.04059632829782,2024-03-13,West Jerry,High,29.97021804561697,No
1224,Transportation,N2O,131,38.55164386625481,-84.2826208707684,2024-01-30,West Sarah,High,24.55866500180433,Yes
1225,Transportation,CH4,488,40.097396697453156,-96.09026192638039,2024-04-12,East Samantha,Low,27.488274636039876,Yes
1226,Residential,CO2,116,40.49445374680709,-104.3585029434522,2024-04-25,North Patrick,High,26.672132917419074,Yes
